time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
1970/01/01/01:00:48.313000,2410,48,313000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.3230344463521675, -0.02442253496502289, 1.0906398861422204, -2.1657303546129656, 0.0019176502351463398, 1.1178962043143512, -2.1948045194175076, 0.012910269945384023, 1.059848044815129, -2.3170948323601017, 0.0030449370797827058, 1.1028188046235243)","(-0.9939650760996859, -2.5452640446223613, -7.8646675714397585, 0.1583205868935318, 0.7307335805234794, 1.8656382647073704, 0.376678695303855, -0.0011805984312547868, 2.388594696613341, -0.0297085985056178, 0.04720837008146683, -6.520651395862906)","(-0.4782684466888707, 0.8844048759725949, 0.3376087743644831, 9.331684443076075, 2.27034186327303, -3.972204764107336, 16.977617860236318, -2.1456349222231337, 6.463035322180078, -0.38582782770473856, -0.8920615249677455, 0.29951609177565963)"
1970/01/01/01:00:48.333000,2411,48,333000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.321372719516803, -0.07387946641042653, 0.9267956613917718, -2.167308631008324, 0.01676868342325033, 1.1578767750110153, -2.1924388605385534, 0.0128287941349301, 1.1100194530212217, -2.303059253778965, 0.0034301869457653567, 0.9703822561431359)","(0.8236184768329622, -2.4256710592186894, -8.21407016025326, 0.29297001778671117, 0.7354748031238247, 1.8043916904875685, 0.5985399609771211, -0.016245728443983976, 2.2681753671411773, 1.225929134782346, 0.033455553015661055, -6.559368698306566)","(-0.46979650990137145, 0.8457351028244613, 0.36363459345172444, 8.65374206565873, 2.158809477668778, -3.6992747494875147, 16.87479039261472, -1.9946963138604328, 5.912715243280724, -0.37823172789685344, -0.9199733942877847, 0.323952892200559)"
1970/01/01/01:00:48.353000,2412,48,353000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.282220083571027, -0.1159210176599288, 0.775130276746836, -2.1663609727454194, 0.03231858336112836, 1.1975656955925604, -2.1862850030336274, 0.013159045967110927, 1.1588953958507178, -2.261804554165983, 0.0037444867960063632, 0.8490986058608065)","(2.624751700405378, -1.8077324934576806, -6.789608324467556, 0.37419435129955314, 0.7624690629303732, 1.8222262944968977, 0.7859394255871315, 0.001394173866858639, 2.1948183291335437, 2.5925918245375628, 0.014257073761144268, -5.492171441143572)","(-0.33561078155725266, 1.0132394064091348, 0.5855661369617486, 8.161028596690226, 1.8320323383098793, -3.9154481822570206, 16.80030087625662, -2.1214414776407873, 5.024331657909782, -0.29506593234410783, -0.8773287888108352, 0.48556324317774724)"
1970/01/01/01:00:48.373000,2413,48,373000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2144575794732795, -0.13837291081267544, 0.675062979975463, -2.163803381976484, 0.04873795945593429, 1.2384358407103067, -2.1765809272654293, 0.014157419295764306, 1.207226090866234, -2.1966209465789817, 0.004029659637236449, 0.7650643089812039)","(3.8083583601991644, -0.5429837165522267, -3.430149642365804, 0.4484239687908007, 0.7811493585504933, 1.8782949914884974, 1.0002645777101005, 0.010555658276317104, 2.1218344260998645, 3.6767454359084457, -0.004653593024164515, -3.0746325735223072)","(-0.14693228526448365, 1.2287630935211762, 0.9198404316767812, 7.794030948458278, 1.4231572235060561, -4.7725962049990125, 16.43595886687212, -2.317599433883568, 3.8024921505779625, -0.17958527142416525, -0.802811173254674, 0.7734706987733224)"
1970/01/01/01:00:48.393000,2414,48,393000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.138734478943821, -0.13169453770830852, 0.6482596495087591, -2.1638103918912126, 0.07804230566513493, 1.2637604778388711, -2.152620139968345, 0.013233186929501706, 1.2400675230678466, -2.1762496455649423, 0.0011018271661171752, 0.7550600597255723)","(3.728634467800626, 0.830802278936759, 0.7755087476519756, 0.3434941434438006, 1.542455056023293, 0.8615277931028154, 1.862237556066113, -0.3074079490367028, 1.6151322523095422, 1.9951335174908236, 0.10930032854039534, 0.012071420044872827)","(0.26457221866548863, 1.0512568510036715, 1.7269945233438198, 9.519907356431217, -5.971036409629089, 3.2870177007234016, 10.493203234062008, -0.41038888358687076, 7.912276407078921, 20.388282238069618, -0.7367949695528304, -2.1530420333736964)"
1970/01/01/01:00:48.413000,2415,48,413000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.090765365201709, -0.1055584574692654, 0.6980378844513018, -2.1547150809825215, 0.09834637016784065, 1.2845022109974185, -2.115100411007125, 0.0010876618852035946, 1.2854892484678526, -2.1515632801418008, 0.00826406470651797, 0.7691219267522058)","(1.5169585056149337, 3.334055029441646, 4.648662657330364, 1.3366188327560342, -0.6161603326933915, 0.8645602827938546, 1.580709054654382, -2.3887741651109127, 3.7154628628751167, 0.20456533530842558, 1.5634024089541654, 2.789345358534053)","(0.2218788428722891, 5.856803428344709, 3.872076835999536, 6.787725453001338, -9.104150921462535, 1.7032898866804391, 2.1945818261174246, -1.2479353584663047, -1.0848430368803879, 10.390476582932049, 4.64053189571842, 9.870205302112721)"
1970/01/01/01:00:48.433000,2416,48,433000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.083464407522227, -0.06312757366821664, 0.7746798503623058, -2.1511995907589174, 0.09058171480643029, 1.343480127649669, -2.1092572367429874, -0.029657229247328054, 1.3771864432527021, -2.146323939618534, 0.018451687263601357, 0.8119838577900209)","(-0.05378769391227811, 1.3307179821400172, 3.1229458362213602, -0.9655580083580548, 0.021545629313083348, 3.7493246738670596, -0.5753497513099219, -1.0125560816132948, 4.860301959396433, 0.284508603020996, 0.2679108120497439, 2.0541996173301196)","(-0.12458976992383108, -0.5534184861231153, -0.5134632286371987, -0.6343316965836019, -0.3445540030349057, 0.20779432629411332, -0.5550814056210402, -0.007559616438493011, -0.24639282655411954, 7.664902569737809, 1.0963663089152804, 6.438503668648732)"
1970/01/01/01:00:48.453000,2417,48,453000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.094938367552814, -0.043048517021045285, 0.8317671789138652, -2.1880276135499734, 0.0931013370684397, 1.4165026196961703, -2.137125430302751, -0.04414114674321734, 1.4639436659979026, -2.1474475266209447, 0.024937033034652778, 0.8523059761504896)","(-1.7335049558928755, 1.591991566605849, 2.975059609645119, -2.26346750574299, 0.034290229954857754, 3.2619486042930124, -1.8489663747401606, -0.612737193955182, 3.6200930558102473, -0.07570609445311804, 0.009064870464600694, 2.0352238016741877)","(9.880371194448081, -5.4026908228719615, -1.4354600749550857, -0.3858616542576394, 1.406449881168562, -0.4219821290349577, -0.5030962016827125, 1.5579927031346998, -0.23191048390876556, 9.142671333063232, -1.6537448946758233, 4.770732365957601)"
1970/01/01/01:00:48.473000,2418,48,473000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1288527625042377, -0.026293052359535274, 0.8918225523998533, -2.2311122001094947, 0.09191861021769032, 1.4560021997974548, -2.179002685372975, -0.04918681996232532, 1.5089115989718245, -2.1577906938778364, 0.018894135056203076, 0.8901929631430363)","(-1.0776733720720197, 0.52503830841978, 2.8062741236003346, -2.1206878578975363, -0.10230652368776436, 0.8949102700046152, -2.3034257298423704, -0.024120661504030694, 1.1283516493173082, -0.3178064891925507, -0.520802251480631, 1.8134450820602606)","(11.346047668089483, -1.590700033065545, -3.88069666157252, -0.1626629186039077, -0.682583231288034, -0.15315898360166003, -0.2300887560535454, 0.5285014362229632, -0.26335078110773447, 12.472785561028068, 1.436092456489985, 5.520485146582232)"
1970/01/01/01:00:48.493000,2419,48,493000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1530022569578016, -0.016699478494031084, 0.9485769901822394, -2.2682851602447585, 0.08251328435779559, 1.4436352812630036, -2.225241895031502, -0.04447238765478634, 1.4980469250421455, -2.167889778901121, 0.008320009912242021, 0.9271590343375644)","(-0.5298698732365859, 0.47480777380688133, 2.5759742002276416, -1.70596007134209, -0.6853056360654278, -1.8192453206484693, -2.383628840340659, 0.35301865723563797, -1.8796128369783556, -0.14447426977499123, -0.5282519097137209, 1.717315180102147)","(12.603444731991651, -1.400608648850205, -4.383016969755402, -0.0940323565529666, -1.156013401842136, -0.004130987077417547, -0.17165581007609365, 0.31647548904245315, -0.2684966125637769, 13.344792062299598, 2.371876660177441, 5.9856694199496605)"
1970/01/01/01:00:48.513000,2420,48,513000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1663497374434417, -0.006898581440470508, 1.001465761104451, -2.296282032171943, 0.0627630140669373, 1.3816991290104008, -2.2687089538094103, -0.0336329716899888, 1.4293834780218821, -2.175095206016466, -0.001107033357357956, 0.9635289446769777)","(0.02138852403125302, 0.5111218655411485, 2.363765354911553, -1.2035433799062836, -1.1281524543009551, -3.978695188315498, -2.0522602486267765, 0.6025660352997365, -4.527524791682137, 0.006185195034764224, -0.43478504771905274, 1.7039052685878902)","(12.381521028162839, -1.6196122613038595, -4.515412264790055, -0.20946779300013052, -1.1839527220096828, 0.18081118914005856, -0.16929194834374428, 0.4886446650506062, -0.10414994927346655, 14.10540815882467, 2.637516162664624, 5.957167137148323)"
1970/01/01/01:00:48.533000,2421,48,533000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1693460843625862, 0.0035426556831215095, 1.0504363035546849, -2.313028906894015, 0.036535544387271024, 1.2851928150656748, -2.300787713236332, -0.01949311603819659, 1.315354534862478, -2.1798167621120053, -0.008782035534227184, 1.0001904505423962)","(0.45840161001463997, 0.536156894869985, 2.16543690887075, -0.6152943773841733, -1.3645323359405175, -5.339862698165736, -1.3345164128369404, 0.7063160186985497, -6.441252040110942, 0.1513797343676162, -0.35095376240035714, 1.693061615005232)","(11.440438205634276, -1.941497041743233, -4.312031885016648, -0.6890387183846391, -0.908040092493485, 0.41532700760109975, -0.7728006133335281, 0.3695952598324428, 0.23415734059253168, 14.743915208184333, 2.5696041213168095, 5.6812084201924655)"
1970/01/01/01:00:48.553000,2422,48,553000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1644273565158763, 0.014384627305706665, 1.0957202159947999, -2.316143783244745, 0.007245428570716861, 1.1688911217547409, -2.31414753115018, -0.0038655950400050543, 1.1714285443793324, -2.1820140739806897, -0.015076043936935513, 1.036774409334634)","(0.7494450633496359, 0.5508530342265763, 1.992394715249959, 0.19165969817477713, -1.4706256904020722, -6.117308627391427, -0.16567570312236235, 0.7832323127181118, -7.695738775564015, 0.3014446582572383, -0.2869113235189896, 1.648508425810797)","(10.396502268024356, -2.2082473465711194, -3.962841828675537, -0.42311544687549274, -1.0573492516059497, 0.3603080594405146, -0.3336712987149391, 0.8364194352101031, 0.1516795434915128, 15.18564175433039, 2.4865479071251295, 5.414406305717062)"
1970/01/01/01:00:48.573000,2423,48,573000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.154145125090781, 0.025299752961082334, 1.1380168894396014, -2.300757609180476, -0.02270973731684034, 1.0426876696349732, -2.3013391660084235, 0.012081631477872001, 1.0110832941834778, -2.1815013922160222, -0.02063175443635057, 1.0727368017598673)","(0.9320834912474583, 0.5469830067883035, 1.8776430656094427, 1.1537151792113178, -1.4618712943216292, -6.3481091033281345, 1.1680033594434107, 0.7699262395472777, -8.09581809395189, 0.4405450955333028, -0.26318919936623486, 1.602981448335556)","(9.44421092529226, -2.5061826745964257, -3.7405325088496806, -0.416317527455659, -1.0802435422385863, 0.3656992742730498, -0.4242437497114615, 0.8931707208487314, 0.23955344971201598, 15.47352482832622, 2.3601917153250103, 5.068298273781396)"
1970/01/01/01:00:48.593000,2424,48,593000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1402915273587526, 0.03626464564686671, 1.178602940809867, -2.263257979983961, -0.050137867082288956, 0.9193554178445522, -2.2596737141650465, 0.026777058654211316, 0.8544890276995583, -2.178438940476175, -0.026002957989036624, 1.108212565053611)","(1.0639903155613373, 0.5443985296362344, 1.8197736894649206, 2.3658755112466516, -1.2445157144997412, -5.8529434529848245, 2.6839796996236416, 0.652036844548171, -7.378928381708394, 0.5781591540928259, -0.26749916125211026, 1.5658927041852309)","(8.631791370498908, -2.8351315715291, -3.9532797667981563, -0.34237733320117236, -1.014710655959132, 0.578321454587341, -0.3852860140527046, 0.8281512540661333, 0.5842615366140453, 15.610222275365242, 2.3582409000479094, 4.530502411883745)"
1970/01/01/01:00:48.613000,2425,48,613000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.122245784000487, 0.052868012996874825, 1.21306408942164, -2.195227176931688, -0.09046642541721805, 0.8365250106234408, -2.2139510980264685, 0.013629970310776507, 0.7546129626093974, -2.173122559100123, -0.030077783459933727, 1.1429281588976439)","(1.2325478754490586, 1.23211894488861, 1.5906491005618308, 4.070345049488546, -2.6229070578679536, -2.5070209721032035, 2.182392809154628, -1.6112872687786783, -2.996932784288084, 0.7969461105752076, 0.33083267131098437, 1.3209185201402727)","(9.794291973573236, -1.3014566688599465, -10.13883670440783, -0.3314332675401914, -1.8722384836206265, 0.4359870104200949, -0.46848393210425776, -0.5553466041686317, 0.8011938989256233, 10.511220274936461, 6.176653987778347, 1.2265803221642493)"
1970/01/01/01:00:48.633000,2426,48,633000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.104054803841784, 0.07900090725449704, 1.2485658585754278, -2.115351372198244, -0.11470574387325971, 0.7961177357719391, -2.147937136927581, -0.0027612387221465085, 0.7100298317438503, -2.1628141315688723, -0.019448580878981936, 1.1732783014499697)","(1.487539595902518, 1.0955444731955628, 1.3736949881561435, 3.98916443262688, -0.3497813455758507, -1.4164918418569057, 3.7206101382122787, -0.4790210266338071, -1.2358135687170153, 0.7155425350939655, 0.4055143393514289, 1.4324449670148074)","(7.808885157516586, -4.513167966103705, -8.656563174307156, 0.15755393501095938, 0.00929478635280201, 0.5808866381812838, -0.16138948039795142, 1.435907053011586, 1.1743698359324708, 11.381758684970844, 1.479872142217097, 1.3533317350233687)"
1970/01/01/01:00:48.653000,2427,48,653000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.0842131444012004, 0.08525152284969995, 1.2645565814379216, -2.0503610537847345, -0.10646762849284475, 0.7927146345396947, -2.1350481291285437, 8.555306245217054e-05, 0.7286391277349669, -2.1458245952741235, -0.014818905012599082, 1.1940632315410848)","(1.3532784183681783, -0.06465284816475042, 0.16815445258168416, 2.122669664633495, 1.2931128699546228, 1.3296683042023578, 1.2946321699239658, 0.1127449021071471, 0.9125389350403579, 1.226696920897973, 0.19423454242852428, 1.1457255386309764)","(9.030088441282741, 3.7588309240810363, 0.5926523433518396, -1.0324168239323601, -0.6573416917768751, 1.8079074404891968, 15.14833008477661, -1.0264383117996958, 7.356090971572078, 6.949795980655301, 1.8327231858863133, 4.561021130321372)"
1970/01/01/01:00:48.673000,2428,48,673000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.0517443384640295, 0.09676553658359488, 1.287814216272464, -2.035250034860711, -0.0847447820983902, 0.8299550026099443, -2.1242953959905444, 0.0015008697792584513, 0.758991722878541, -2.1299353179552156, -0.010608436070421945, 1.2382169683915603)","(1.4998683786869647, 1.108801506390618, 2.3617803524280547, -0.04525627834440704, 0.8039903816387772, 1.9699225592128655, 0.26428539464654954, -0.04251260788899425, 1.863116022167408, 0.3993892474862166, 0.3107554018272025, 3.459341197670601)","(-0.5571378558579188, 0.8360466242906841, 0.8992940436538026, -0.21966472837786655, -0.14416069967159184, -0.3072248079887907, 9.415148016306595, -0.42311949014343964, 7.124884304690831, 0.98124293249953, 0.08281429706132792, 0.8595284774243632)"
1970/01/01/01:00:48.693000,2429,48,693000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.053514283912346, 0.11894638430990856, 1.3465752671440816, -2.0476561953844232, -0.07254156440829895, 0.8691768308183825, -2.129118966777737, -0.0019500175253455154, 0.7994448331105373, -2.1484694951968883, -0.004343001042370176, 1.3156506972799358)","(-1.0617323041004858, 1.1314010609068759, 3.067056658353818, -1.4004764228773967, -0.0033082214674676758, 2.221793152660342, -0.30917934752640286, -0.08335003178502809, 2.0769227793936644, -1.7079843173695237, 0.33149904651736195, 3.7338685529029316)","(-0.4632339654034059, -0.6974668622087075, 0.02970849638986639, 5.857534605391614, 3.9949938656669586, -1.7825479844055359, 9.854054284544477, 0.7518791775914719, 6.047258690825874, -0.3962621490390248, -1.2426217590559476, -0.07487452058870758)"
1970/01/01/01:00:48.713000,2430,48,713000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.0869475654128973, 0.1326015039883055, 1.395988900066948, -2.0788890195315854, -0.06516477731759096, 0.9143490330567321, -2.1428739607568694, 0.0012719273038079848, 0.843510950652635, -2.188930410368153, -0.0003924843259719424, 1.374436036175391)","(-2.056522527700211, 0.29044142248575555, 1.8337140556016656, -1.2806437243357287, 0.5510242345458564, 2.1019134185017427, -0.47895751569696965, 0.25386721676054486, 2.134464785278375, -2.1590940698892864, 0.1234591203165521, 2.18704150675815)","(-0.3906807050422687, 0.2878364953477728, -0.063003097479442, 8.252881383575097, 2.28101159649442, -3.6433070735132516, 12.065691305913075, -1.8832765599319514, 5.6120866543555845, -0.21832566780083074, -0.7611563956275303, -0.07081119540353242)"
1970/01/01/01:00:48.733000,2431,48,733000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1344701379210775, 0.1283376039477897, 1.4115280153021788, -2.1081832220879786, -0.05341720384925619, 0.9569362883645987, -2.1568272473601464, 0.005908158156978871, 0.8870093037291102, -2.2288966068635983, 0.0008878472695919015, 1.3923550676173448)","(-2.622012390588165, -0.6431852998998822, -0.08166985265006904, -1.0031813313461466, 0.6420531348037344, 1.9231557671532657, -0.38285342928373756, 0.2190615416816033, 2.077914626489719, -1.9444335557651917, 0.06556547611601232, -0.07308270578917017)","(-0.3879232244120967, 0.47143835206679974, -0.05885794345108453, 10.139976574026488, 2.147851980975968, -3.8761255948855924, 13.247701177853294, -2.4918713198518474, 6.055173386416913, -0.14975385239337546, -0.6931691466995757, -0.14129286068273955)"
1970/01/01/01:00:48.753000,2432,48,753000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1902746061182974, 0.10604214221131691, 1.3867478836738067, -2.131499682117502, -0.040501494637458, 0.9967236991045638, -2.169011736910054, 0.009462562020919663, 0.9303615463400998, -2.263357372160854, 0.0016013848073583858, 1.3656427569789997)","(-2.9023449478506667, -1.4674344187289463, -2.1169213983221935, -0.6385848315225824, 0.6804224875854176, 1.7683821057232725, -0.2420730425207076, 0.16242751856991663, 2.058674533350157, -1.6663474224753552, 0.08847969742296308, -2.184038192785934)","(-0.5056727361209692, 0.5856805769209443, -0.1401936805345363, 10.703683987597811, 2.385743782767678, -3.771502345076767, 14.334065701698155, -2.5292063101975546, 6.124305218533945, -0.6892988551454522, -0.27157749991801133, 0.05713603881120033)"
1970/01/01/01:00:48.773000,2433,48,773000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.246606374317887, 0.0697427192911011, 1.3228247064466965, -2.147778686684891, -0.027226847912786845, 1.0339779858332347, -2.1788392082505794, 0.011755936159163483, 0.973963590898185, -2.291006133500586, 0.0022237865114469457, 1.3025361636197061)","(-2.7403303221308004, -2.060696477386265, -3.9545055985028, -0.30735725999571284, 0.6744846160635779, 1.6475185500915825, -0.09098428426248972, 0.09274588917845114, 2.050797134929866, -1.2516095342386904, 0.0489734182728363, -3.7482909116010217)","(-0.3543591434319362, 0.7746016271903677, 0.24508316353715376, 10.425714243492068, 2.471356396837299, -3.4697617922972492, 15.258254905650544, -2.6524749655368614, 5.946360668220543, -0.21177150639128284, -0.8021351807888965, 0.15217887955499965)"
1970/01/01/01:00:48.793000,2434,48,793000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.294173523748114, 0.025102379437432987, 1.225930140434655, -2.1580855650362896, -0.01381941384348817, 1.069213461166349, -2.18586698916398, 0.01316638847395879, 1.0175222196694307, -2.3103476326648984, 0.0028197216552472426, 1.2157519539701784)","(-2.13270173282487, -2.3719539103690135, -5.436599719503397, -0.07326760100095964, 0.6762768111014525, 1.5618738487532142, 0.0836040407943226, 0.05729041246504696, 2.0108208314448968, -0.7923451606464953, 0.04577440168350527, -4.6873544949358275)","(-0.3743034880517069, 0.8381323768971756, 0.339287642307875, 9.881823200186822, 2.71030837555185, -3.060483800723747, 15.95913351036087, -2.5995360143580704, 5.724496270216989, -0.29906039376313287, -0.8200404520560063, 0.2859657330214045)"
1970/01/01/01:00:48.812000,2435,48,813000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.320518682026808, -0.0166697018127433, 1.100185765311358, -2.1641213668191828, -0.0013230995611133167, 1.1030112967192567, -2.189788572853887, 0.013062962930206368, 1.060531588211477, -2.3220081130364996, 0.010060251943298404, 1.1151823440286428)","(-0.6718703942393578, -1.6717738575430372, -6.888407635076011, 0.11581900376129517, 0.4384473036004178, 1.5269998960151312, 0.20419882376686793, -0.20553647291850347, 2.0188131267003824, -0.5119945650446516, 0.8618448937480503, -5.248829121875668)","(-0.5082359501014977, 1.53014978211448, 0.3623992465916803, 10.572218697345162, 1.3367950702601314, -2.877269386487945, 15.342580610519644, -4.132219754728746, 6.592545741742614, -0.2918388557556715, -0.02154971221640234, -0.02267056374516052)"
