time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
1970/01/01/01:01:18.493000,3919,78,493000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1372431211855822, -0.012850572344893507, 1.0441388250770318, -2.229440100083597, 0.04735751851828063, 1.0797832808631727, -2.2347732789371957, -0.04540984893397404, 1.1439377744891166, -2.1656840906405375, 0.013632554158139243, 1.0535339593706947)","(0.05744653228056784, 0.3389072248311807, 0.29479423410834976, -2.632730895414577, 0.2874966384410319, 1.4794023995487637, -2.4669777969875173, -0.42619531609047295, 2.105100357578718, 0.47073496327754477, -0.33475968445439674, -0.3794184963339542)","(6.3552221128848725, -2.251747097369837, -3.1267928300881023, -0.26302403077474246, -0.5037878860859896, 0.15960616841663589, -0.29097237757855776, 0.5202433779460655, 0.033645574680317925, 8.979377902351793, 2.251425810149333, 2.8884478561358664)"
1970/01/01/01:01:18.513000,3920,78,513000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.143377205419384, -0.007216541551711586, 1.052329466110283, -2.2730930421850815, 0.04915814722293188, 1.1050648198369464, -2.2758619455290354, -0.049161387767022724, 1.1750266535549825, -2.163377232903011, 0.007795813005992969, 1.0492831534031257)","(-0.11009986779562436, 0.25566166286638564, 0.24709902812261544, -1.569060412922774, -0.14227543972534082, 0.9944606939667393, -1.425430259406687, 0.09979217108203327, 0.95559990415718, 0.24144076934016653, -0.2676779883806696, -0.30382169840781315)","(8.583041760466964, -1.882075217927547, -3.643407519393883, 1.4251978648425867, -1.1305322639674729, -0.2657046167794914, 1.4652395023682216, 1.2125324786842098, -1.2284178014653788, 10.152330360395942, 2.03497516595427, 2.57573409116093)"
1970/01/01/01:01:18.533000,3921,78,533000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1516356976412307, -0.0023306166679697427, 1.059927446774588, -2.2992613719313066, 0.044554401947821454, 1.1230825727486966, -2.3007861660041016, -0.04517578265701516, 1.1869249134183875, -2.1648326240669444, 0.0022172494501759843, 1.0457663197839935)","(-0.04910949668192638, 0.2509213495301593, 0.16664077059611776, -0.7707103750725723, -0.44490670904459073, 0.6952472735143426, -0.6987054232924235, 0.4407267254520008, 0.09461283629135038, 0.15251064220002006, -0.2857722744929942, -0.3232720108422641)","(10.155345473451842, -1.8644253570882712, -3.8528090355378173, 0.8985305814453144, -1.2157041853616195, 0.014253168950003836, 0.859132675094608, 1.077205358789855, -0.7506392343977666, 11.37198038670476, 2.0890718986999395, 2.675907791003547)"
1970/01/01/01:01:18.553000,3922,78,553000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.158173663415477, 0.0030503185833321567, 1.0662150117026306, -2.311770102772277, 0.03439506970616346, 1.1362987252269674, -2.3127441979066923, -0.034831886086490904, 1.1841958985507377, -2.167862862582494, -0.003784918427667705, 1.0418145197675468)","(0.11904855494936675, 0.2950061547978033, 0.08899628186502155, -0.46059713342081104, -0.5875146502155206, 0.6113764714914716, -0.4504972984568627, 0.6021557481789013, -0.33399223688582147, 0.13203472869081878, -0.31361693914279865, -0.35956958535980815)","(10.824245649084096, -2.142002496323265, -3.8280680862028342, -0.29923010804983896, -0.8465966110672263, 0.4136594940411027, -0.30287314463165915, 0.6812876430168475, 0.3229060205381784, 12.458658064214902, 2.3518221143459654, 2.989627919841305)"
1970/01/01/01:01:18.573000,3923,78,573000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1613549866227384, 0.009295288077322716, 1.0709682911529743, -2.3171717374228518, 0.020534398034214085, 1.1473215556221037, -2.31776330772524, -0.020422936899922917, 1.1732744754212634, -2.171220490303993, -0.010201356880255474, 1.0371784404139888)","(0.29184077978796175, 0.33443785555525307, 0.01008583417725692, -0.14653473342957282, -0.7617714620403385, 0.51230925210961, -0.11754573995628004, 0.7978844073473143, -0.680565330014405, 0.1608936809011849, -0.32363775549412144, -0.40538272514021617)","(10.826110185640617, -2.577329953392098, -3.6128213809415715, -0.022969244194201155, -0.9684251555945094, 0.35086177910618677, 0.03420462830361959, 0.8665710460625702, 0.07206138589000655, 13.37460022395997, 2.6558776370369754, 3.406109297240066)"
1970/01/01/01:01:18.593000,3924,78,593000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.161161345674688, 0.016132379809256747, 1.0742721312417602, -2.3190936915871267, 0.00482714142398688, 1.1572046733120533, -2.319302117434468, -0.00404569756711215, 1.158470701630855, -2.174128045147805, -0.016782138368681032, 1.0319422885374276)","(0.426446757020456, 0.3503140778284445, -0.047557052792265825, 0.04513692449316023, -0.827084126815174, 0.43242893176385455, 0.07144279170332157, 0.8605843960282322, -0.8334807443176049, 0.21259288182005348, -0.3220650275694779, -0.43601160180808446)","(10.450744765401463, -3.0150181834613674, -3.243905802241282, 0.10793986990979876, -0.8738131437911525, 0.23014352694696605, 0.14703045079863084, 0.7542707050100963, 0.1192707379162341, 14.077656248340615, 2.875572949146152, 3.8536932879784587)"
1970/01/01/01:01:18.613000,3925,78,613000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1583639910419468, 0.023007610900843467, 1.076413890903269, -2.315609782884846, -0.010717480769584675, 1.16372543892352, -2.3156584574130354, 0.011705728963803175, 1.1414651902164765, -2.176170474749245, -0.023070984314202292, 1.0264921889143501)","(0.5055797144616244, 0.3335826394175194, -0.08821918636306364, 0.5110986194729344, -0.7815984947843699, 0.1227098244217566, 0.5231864773544105, 0.7696537797631254, -0.9677923047776618, 0.2628153188694113, -0.28445313419610474, -0.42460338163430167)","(9.821883715864274, -3.486477396117752, -2.9416120488528374, 0.6830889548841178, -0.7648991139643369, -0.11398421919083046, 0.7306050583578128, 0.6374233478691338, -0.1086487517731618, 14.4824193121911, 3.2139375575562434, 4.353012987723597)"
1970/01/01/01:01:18.633000,3926,78,633000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.154130482700163, 0.02930432077430556, 1.077623039809378, -2.2993605903297656, -0.02464264644518277, 1.1626388549475966, -2.299189677589834, 0.025568595982239373, 1.1198498479931578, -2.1771443075979633, -0.028520512156937627, 1.02135932600555)","(0.5296529149904743, 0.2976521746487417, -0.10472136379400981, 1.1333230873044644, -0.6258124317108791, -0.24642371653204576, 1.148364931564124, 0.6283968718920104, -1.196948161781456, 0.32254830705364024, -0.24778384108383242, -0.40608966206275166)","(9.359324645453025, -3.549447434601137, -2.426273777173463, -0.3003403485779783, -0.7706087743875742, 0.3579058853379582, -0.2710113175965754, 0.6628693706783466, 0.31507085337117013, 14.695686269688753, 3.077538009607438, 4.604693758608117)"
1970/01/01/01:01:18.653000,3927,78,653000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1491565565543107, 0.03492392690378221, 1.0783994112700217, -2.2592485122832278, -0.03458348064052341, 1.1476651847304495, -2.2589418251554534, 0.03543381027264392, 1.090672691190087, -2.17654282244753, -0.033369107193632175, 1.0162758655613988)","(0.5362993867996938, 0.2638178950980389, -0.10940550325461651, 2.9277290110293572, -0.40566684868117914, -1.2750234743282993, 2.9082853370677735, 0.3793235046847252, -1.727478901018336, 0.4110136362155364, -0.21424880999413087, -0.4074578013838686)","(8.888787561919075, -3.5193468170028295, -2.0357493039221617, 1.86399253692404, -0.16595866004619086, -1.0635914227823693, 1.891117727209422, 0.05322643186410059, -0.25306792884185025, 14.615496149136115, 2.9464464877087115, 4.821871994627403)"
1970/01/01/01:01:18.674000,3928,78,673000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.145594103564515, 0.03704149943756274, 1.0745082698698774, -2.1920868188797122, -0.038082289761823596, 1.114552162320713, -2.224043335904014, 0.03654547502812555, 1.0668322231252834, -2.1710889890882985, -0.037215703249330545, 1.0068904597245947)","(0.23631193373327813, -0.3309081023890787, -0.9681499303082126, 3.9919213746470774, -0.012080766509297652, -2.0676740238345075, 1.481058090543657, -0.12537607321808858, -1.6153886852304005, 0.9474407963556483, -0.00275928848701347, -0.965875883813901)","(10.428447207499355, 0.07356058455992409, 3.895179256759258, 0.9729953841904422, 0.6012035418503123, -0.13989646939124123, 20.896585314941273, 0.5502323303460346, -3.939934258581822, 10.999601690189385, 1.750762407590777, 9.415806518612037)"
1970/01/01/01:01:18.693000,3929,78,693000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1403855089422574, 0.02930149334740495, 1.0595406325108652, -2.1159559772520584, -0.03298073119866718, 1.0741870607782715, -2.191537285388951, 0.033166961684637286, 1.0282481778515287, -2.1529262012027743, -0.03723326993974663, 0.9965416634630664)","(0.7252658035574608, -0.18113745391034553, -0.3613089484792092, 3.3982132333349213, 0.39719300953930803, -1.8579741023126521, 2.553883711635953, -0.25204916500149377, -2.3456446442031025, 1.0216123195980313, -0.08005878172841319, -0.19364351445936467)","(7.29229742515869, 1.8990886453173133, 4.2019123369635345, -0.3345060455049751, -0.42121178505396895, 0.22094357413277832, 18.508026629748038, -0.37408333981610364, 5.10519801657444, 7.575206153654932, 1.1488519677648887, 6.038646225141165)"
1970/01/01/01:01:18.713000,3930,78,713000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1314438108576415, 0.03215323524474467, 1.0704856570198844, -2.1046261224044, -0.03435970778532926, 1.0666879540170981, -2.161872429653049, 0.033043457031478596, 1.0041431859921595, -2.1418838247941636, -0.03889206381626842, 1.0066844021732226)","(-0.8893170806222207, 0.11861418930186268, 1.6058077745826247, 0.2861554749481287, -0.016568818450763967, -0.0702262472760257, 1.0691190617274744, 0.1428113537663258, -0.5719584668079205, -0.6261276822893747, -0.016809017756419103, 1.6461620251639326)","(-3.951647868132598, 0.6718852643992697, 1.6428850191647792, 3.2537813662792994, 2.9683777601141803, -2.7107985791223452, 8.771286800295425, -3.3911318979451495, 6.473759483696424, -3.9262867898383895, -0.4543021976195203, 1.6540156409778515)"
1970/01/01/01:01:18.733000,3931,78,733000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.163699429450446, 0.03807934715172134, 1.1054636872235823, -2.1070311010570952, -0.03280075493496337, 1.0688632159371796, -2.151255930886296, 0.03335804048619462, 1.0011145568834579, -2.169787829847383, -0.042521300821123376, 1.039987664354392)","(-2.3044802736653454, 0.26774333476949064, 1.8787808807892128, -0.18297053499225271, 0.1531813776174571, 0.10478204526903179, 0.4043840205370269, -0.09324630987020194, 0.02049130223785544, -2.157725679184067, -0.16345621229772994, 1.762951575385913)","(-0.6719180932973483, 0.26908302251556304, -0.021429144305308068, 4.886315430701558, 2.3144807720564025, -3.9089069913534984, 9.403174774244949, -2.7605529592898073, 4.721799066839497, -0.6749755268110862, -0.17043033778208794, 0.2745504003193804)"
1970/01/01/01:01:18.753000,3932,78,753000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.209969428108021, 0.04189987579568211, 1.1386960767142584, -2.117651953827491, -0.028811337121945613, 1.0733638699142745, -2.1508720410067017, 0.030194156002305128, 1.005735727795246, -2.2136157832503276, -0.044488502834846955, 1.0720934775302764)","(-2.0439445830448024, 0.11111058618831693, 1.3298572403198514, -0.3682789020083148, 0.24385278809016675, 0.0787268489933176, 0.11044616424616333, -0.20481436087157542, 0.19284961891550004, -1.965943605801827, -0.015707034351427673, 1.3954167832808493)","(0.8071970066018723, 0.12351446586193571, -0.7625804496646453, 7.287492259211296, 1.8533417425504037, -4.731864649960702, 10.509480663433635, -2.3188830188020235, 3.866685366546269, 0.7989211656202171, -0.165521500087413, -0.18631645739629388)"
1970/01/01/01:01:18.772000,3933,78,773000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2472598679673244, 0.040005912383942466, 1.1590837578917004, -2.130845008969053, -0.023664042083769488, 1.0772519939471463, -2.1550338476644484, 0.025886855950601806, 1.012212813170641, -2.2494772888901817, -0.04144908606913411, 1.0971278610730222)","(-1.4447771010062178, -0.21298461566651183, 0.6265428347200164, -0.3194051357424171, 0.27159430158641784, -0.022811108890070576, -0.0029015992272976576, -0.22704226315044862, 0.20249995128748444, -1.4044301586873384, 0.27357666361286326, 1.0482829371390694)","(0.7571502233870411, 0.2184612153594011, -0.6509726144742238, 8.960250367792582, 1.5609608403029414, -5.02586897056724, 11.477805533017433, -2.2204706241139807, 3.6726663320126884, 0.7574651867035942, -0.2369899802347134, -0.06968484329223279)"
1970/01/01/01:01:18.792000,3934,78,793000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.273998660177167, 0.032123844140886426, 1.1671694003468485, -2.142621626020836, -0.018423534787005202, 1.0793790540471022, -2.1611531455104185, 0.02148298047441255, 1.0186032262239761, -2.275310110913537, -0.033024166105086294, 1.1167144117724765)","(-1.152053571952582, -0.531301350623048, 0.1689732069605331, -0.16523512003137786, 0.25055485256980903, -0.13039547645539368, -0.043828418353460755, -0.22114661039946193, 0.17090086174333627, -1.1100521878450098, 0.5440265963676779, 0.8988507014811539)","(-0.34345151085510617, 0.6602643131080953, 0.3128953406514515, 9.776337250501765, 1.5362030136945555, -4.943268917224876, 12.347247850626951, -2.2745643736702785, 3.797560856960682, -0.3056157925308387, -0.6695229270975583, 0.31274115969129745)"
1970/01/01/01:01:18.813000,3935,78,813000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.292929959506015, 0.02050104051436019, 1.178722356834391, -2.151136583716373, -0.01381217251108069, 1.0797285588370613, -2.1683684413194406, 0.017389598586318833, 1.0246627867275127, -2.2941723473232827, -0.020658481122115546, 1.144570777353744)","(-0.8304994143056301, -0.541943492703886, 1.0598851368085123, -0.011959614761425708, 0.1815885167886678, -0.26163364465723127, 0.007799895918631353, -0.21458728541076172, 0.029265518446612904, -0.8421559566312751, 0.6275075953313911, 1.874237284102846)","(-0.313868418239017, 0.6962586057682236, 0.33472617472127686, 10.054435276524664, 1.797621674367716, -5.691964447603392, 13.03381490914169, -2.3087278056870737, 3.1146538412771902, -0.37589435945767935, -0.8516295524106401, 0.4122179546346403)"
1970/01/01/01:01:18.833000,3936,78,833000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.309926865753587, 0.005940437469319271, 1.1709885389818897, -2.157142648942364, -0.0095432707514167, 1.0771566705809583, -2.17454375166378, 0.01312613177932942, 1.0283224793904342, -2.3107304061473073, -0.006113775750442585, 1.1578664251548503)","(-0.8018001983087581, -0.8374827056256842, -1.113682346644087, 0.1275042209956722, 0.23455127463049172, -0.2745192501563497, -0.08555668726248876, -0.22086367833441145, 0.18165666232677943, -0.7860802295915938, 0.796668379109426, 0.07811277293848731)","(-0.16068062956122398, 0.5969047889445138, -1.0935684073362244, 9.757188434407599, 1.9197358561269438, -2.3417032698372204, 14.151350276351861, -2.6113964638512295, 6.104946930528422, -0.07440219788134406, -0.3124596467894205, -0.9639193528849268)"
1970/01/01/01:01:18.853000,3937,78,853000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.324996121383757, -0.012298965857739041, 1.1427356059488734, -2.159295860703094, -0.005045909336630849, 1.0762340189140023, -2.1836845213930776, 0.008380110542126396, 1.0377504884255409, -2.325680073209096, 0.011077812617974914, 1.154629742971478)","(-0.5080614518103621, -0.9068036709346208, -1.7055034028484197, 0.2203528037843666, 0.2028120024297446, -0.14235038038055747, -0.12320398223847506, -0.2624961153469956, 0.38975750091558425, -0.5253073068666968, 0.8722717602434026, -0.4139228715443586)","(0.26759465588173326, 0.8161293322223524, -0.12675686351922932, 9.143325972847773, 2.279934355986711, -1.7862653365068564, 15.664530734889073, -2.443850805718761, 5.75426293953314, 0.28561507842004974, -0.5968936223557821, -0.19056774333246795)"
